,Make,Seller,YearOfProd,Mileage (km),Color,Fuel,FuelCinCity,Gearbox,EngineVol (cm3),Horsepower,Post-accident,Seats,Doors,Price
869,Volkswagen,Private person,2009,157000,White,Diesel,6,,1968,140,0.0,,3,6997.74
870,Fiat,Company,2018,97000,Gray,Petrol,,Manual,1368,95,0.0,5,5,12392.78
871,Volkswagen,Private person,2011,228973,Black,Diesel,7,,1968,,0.0,,5,11961.63
872,Renault,Private person,2007,160500,Silver,,"7,60",,1149,,,5,5,2595.94
873,Audi,Private person,2018,98243,Gray,Diesel,"4,90",Automatic,1968,150,0.0,5,5,27065.46
874,Opel,Private person,2008,216000,Blue,Diesel,7,,1910,100,,7,5,2889.39
875,Citroën,Private person,2006,218492,Else,Diesel,12,,2720,204,,5,4,3115.12
876,Volkswagen,Private person,2005,183282,Green,Petrol,8,Manual,1390,75,,5,5,2029.35
877,Toyota,Private person,2008,214000,Else,,5,,1497,,,5,5,7449.21
878,Mercedes-Benz,Private person,2022,11524,Black,Petrol,,Automatic,1332,163,0.0,5,5,39954.85
879,Skoda,Private person,2014,33000,Else,Petrol,,Manual,1395,140,0.0,5,5,12595.94
880,Honda,Private person,2011,204000,Silver,Petrol,7,Manual,1339,100,0.0,5,5,6410.84
881,Jeep,Private person,2008,213000,Black,Diesel,12,,2987,218,,5,5,9232.51
882,Hyundai,Private person,2012,224535,Red,Diesel,5,,1685,,,5,5,7787.81
883,Seat,Private person,2018,83000,White,Petrol,,Automatic,1984,290,0.0,5,5,22573.14
884,Nissan,Private person,2015,52000,Black,Petrol,,,1598,117,,5,5,15048.76
885,Volkswagen,Private person,2008,261025,Red,Diesel,"7,60",Manual,1896,105,0.0,2,5,4920.99
886,Audi,Private person,2007,359023,Black,Diesel,,,1896,105,,5,5,4176.07
887,Renault,Private person,2018,44400,Blue,Petrol,,,898,,,5,5,8126.41
888,Mercedes-Benz,Private person,2013,168000,Black,Diesel,4,,1461,109,,5,5,10722.35
889,Seat,Private person,2006,142500,Black,,7,,1390,,,,5,2029.35
890,Ford,Private person,2018,172149,Black,Diesel,"5,60",Manual,1498,125,0.0,5,5,13024.83
891,Lexus,Private person,2016,90000,White,Petrol,9,Automatic,1998,238,0.0,5,5,32054.18
892,Toyota,Company,2017,105000,Gray,Hybrid,,Automatic,2494,155,0.0,5,5,24356.66
893,Volkswagen,Private person,2012,244000,Gray,Petrol,10,Manual,1984,211,0.0,5,5,9023.7
894,Citroën,Private person,2005,170000,Gray,Petrol,7,,1124,60,0.0,5,5,1963.88
895,Audi,Private person,2012,220000,Black,Diesel,7,Automatic,2967,245,0.0,5,5,18058.47
896,Volkswagen,Private person,2012,244000,Gray,Petrol,10,Manual,1984,211,0.0,5,5,9023.7
897,Citroën,Private person,2005,170000,Gray,Petrol,7,,1124,60,0.0,5,5,1963.88
898,Audi,Private person,2012,220000,Black,Diesel,7,Automatic,2967,245,0.0,5,5,18058.47
899,Mercedes-Benz,Company,2018,69795,Gray,Petrol,,Automatic,3982,612,,5,4,112844.24
900,Opel,Private person,2015,150000,Else,Petrol,"8,70",Manual,1598,115,0.0,5,5,8126.19
901,Nissan,Company,2022,1,Gray,Petrol,,Automatic,1332,158,0.0,5,5,33074.49
902,Hyundai,Private person,2012,189632,Gray,Diesel,5,Manual,1685,136,0.0,5,5,7878.1
903,Opel,Private person,2010,1010000,Black,Diesel,7,Manual,1956,160,0.0,5,5,10134.31
904,Hyundai,Private person,2017,81800,Blue,Petrol,,Manual,1248,84,0.0,5,5,10135.44
905,Audi,Private person,2012,135000,Else,Petrol+LPG,10,,2995,310,,4,5,19390.52
906,Peugeot,Private person,2014,145175,Else,Diesel,"3,60",,1560,,,,5,4943.57
907,Opel,Private person,2010,168300,Silver,Petrol,8,,1598,,0.0,5,5,5395.03
908,Volkswagen,Private person,2006,215000,Blue,Petrol,4,,1390,,,5,3,2031.38
909,Mercedes-Benz,Private person,2022,2200,White,Petrol,,Automatic,1991,197,0.0,,,62257.34
910,Ford,Private person,2018,178275,Silver,Diesel,5,Automatic,1997,180,0.0,5,5,15778.78
911,Opel,Company,2018,57780,Silver,Petrol,,Manual,1364,140,0.0,5,,11961.63
912,Jeep,Private person,2017,101000,Black,Petrol,,,3604,286,,5,5,26975.17
913,Volkswagen,Private person,2013,140000,Black,Diesel,6,,1968,,,5,5,11241.53
914,BMW,Private person,2008,326232,Else,Diesel,9,,2993,,,4,2,14559.82
915,Hyundai,Private person,2014,112225,White,Diesel,12,Automatic,2497,170,0.0,8,5,14785.55
916,Audi,Company,2022,5000,White,Diesel,,Automatic,1968,204,0.0,4,5,81241.53
917,BMW,Private person,2018,119999,Gray,Diesel,"4,90",Automatic,1995,190,0.0,5,5,28978.1
918,Opel,Private person,2017,114000,Black,Diesel,"5,70",Manual,1956,170,,5,5,17607.22
919,BMW,Private person,2018,81000,Black,Diesel,,,1995,,,5,4,28216.7
920,Opel,Private person,2017,197411,Silver,Petrol,"7,90",Manual,1490,165,0.0,5,5,14198.65
921,Audi,Private person,2012,255000,Else,Diesel,5,,1968,143,0.0,5,5,10135.44
922,Citroën,Company,2012,211274,Black,Diesel,7,Manual,1997,140,0.0,5,5,6749.44
923,Mazda,Private person,2018,90298,Black,Petrol,,,1998,,,,5,25583.07
924,Toyota,Private person,2014,195700,White,Diesel,4,Manual,1364,90,0.0,5,4,8577.88
925,Renault,Private person,2006,183564,Silver,,5,,1461,,,,5,1693.0
926,Volvo,Private person,1998,269000,Silver,,14,,2435,,,5,5,2686.23
927,Mercedes-Benz,Private person,2019,51000,Yellow,Petrol,,Automatic,1991,306,0.0,5,,42032.51
928,Opel,Private person,2019,155000,Gray,Diesel,"7,20",Automatic,1956,170,0.0,5,5,21647.86
929,Renault,Private person,2016,202000,Silver,Diesel,,Automatic,1598,160,,5,4,8103.84
930,Hyundai,Private person,2013,109000,Blue,Petrol,6,,1248,85,,5,5,6094.81
931,Volkswagen,Private person,1999,224000,Green,,9,,1598,,,5,5,1286.68
932,Skoda,Private person,2010,218750,Black,Diesel,"6,40",,1968,170,,5,5,9706.55
933,Opel,Private person,2017,173039,White,Diesel,4,Manual,1598,110,0.0,5,5,10586.91
934,Dacia,Private person,2013,127000,White,Petrol,9,Manual,1598,105,0.0,5,5,8013.54
935,Volvo,Private person,2014,205000,Black,Diesel,5,,1969,181,0.0,5,5,13521.44
936,Honda,Private person,2007,179200,Black,Petrol,8,Manual,1798,140,0.0,5,5,5846.5
937,Volkswagen,Private person,2015,94500,Silver,Petrol,5,,999,60,0.0,4,5,5417.38
938,Volkswagen,Company,2009,126240,Black,Petrol,10,Manual,1390,150,0.0,5,5,9006.77
939,Volkswagen,Company,2022,10,Red,Petrol,,Automatic,1498,150,0.0,5,5,36117.16
940,Hyundai,Company,2019,62876,Gray,Petrol,,Automatic,1591,177,,,5,28860.05
941,Skoda,Company,2022,22424,Black,Petrol,,,1984,190,,5,5,33837.47
942,Nissan,Company,2022,3,Blue,Petrol,,Automatic,999,114,0.0,5,5,25320.54
943,Audi,Private person,2018,31000,White,Petrol,6,,1984,,,5,4,23453.72
944,Seat,Private person,2006,228080,Black,Petrol,"10,40",,1595,102,0.0,5,5,3589.16
945,Ford,Private person,2012,223000,Else,Diesel,"5,80",,1560,115,0.0,,5,6523.7
946,Opel,Private person,2017,157700,Blue,Diesel,4,Manual,1598,110,0.0,5,5,10812.64
947,Opel,Private person,2006,147212,Else,Petrol,,,1598,105,0.0,5,5,2911.96
948,Skoda,Company,2023,1,Black,Diesel,,Automatic,1968,200,0.0,5,5,53995.49
949,Toyota,Company,2021,15901,Silver,Hybrid,,Automatic,1798,98,,5,5,27065.46
950,LandRover,Private person,2006,286000,Black,Diesel,12,Automatic,2720,190,0.0,5,5,9006.77
951,Mercedes-Benz,Private person,2005,221000,Silver,Petrol,14,,3498,272,0.0,5,4,5846.5
952,Toyota,Private person,2008,121454,Black,Petrol,,,998,68,0.0,4,5,3273.14
953,Fiat,Private person,2017,153000,White,Diesel,,Manual,1598,120,0.0,3,5,10586.91
954,Nissan,Private person,2018,100600,Black,Petrol,,,1197,115,0.0,,5,19164.79
955,Jaguar,Company,2018,79873,White,Diesel,,Automatic,1999,180,,5,5,33837.47
956,Mercedes-Benz,Company,2022,4,Silver,Diesel,,Automatic,1950,237,0.0,7,4,104369.53
957,Skoda,Private person,2015,205084,White,Petrol,8,Automatic,1984,220,0.0,5,5,16252.82
958,Ford,Private person,2014,76000,Gray,Petrol,12,Automatic,3731,305,,4,2,14808.13
959,Kia,Private person,2015,124500,Else,Petrol,,Manual,1591,135,0.0,5,5,12753.95
960,Ford,Private person,2014,76000,Gray,Petrol,12,Automatic,3731,305,,4,2,14808.13
961,Kia,Private person,2015,124500,Else,Petrol,,Manual,1591,135,0.0,5,5,12753.95
962,Peugeot,Company,2012,244000,Black,Diesel,5,,1560,112,,5,5,6069.98
963,Renault,Private person,2017,141000,White,Diesel,3,,1461,110,,5,5,13521.44
964,Honda,Company,2014,112233,Black,Petrol,,Manual,1798,142,0.0,5,5,11264.11
965,Opel,Private person,2010,213000,Black,Petrol,"9,30",Manual,1598,180,0.0,5,3,7133.18
966,Audi,Private person,2021,17000,Else,Petrol,"7,10",Automatic,1498,149,0.0,5,5,43051.69
967,Renault,Private person,2019,72300,Blue,Diesel,"5,80",Manual,1750,150,0.0,5,5,18171.56
968,Volkswagen,Private person,2006,301750,Else,,6,,1896,,,5,3,3047.4
969,Mercedes-Benz,Private person,2019,105000,Black,Diesel,7,Automatic,1950,245,0.0,5,4,42887.13
970,Mercedes-Benz,Company,2021,15078,Blue,Petrol,,Automatic,1991,306,,,5,60925.51
971,Dacia,Private person,2018,95000,Claret,Diesel,3,Manual,1461,90,0.0,5,5,8329.57
972,Toyota,Private person,2018,219000,Else,Petrol,,Manual,1798,147,0.0,5,4,15101.58
973,BMW,Private person,2010,310000,Black,Diesel,"8,80",,2993,,,5,5,19187.36
974,Volvo,Company,2017,95673,Black,Diesel,,Automatic,1969,235,0.0,5,5,39480.81
975,Honda,Private person,2013,99655,Blue,Petrol,,Automatic,3471,275,0.0,5,5,15237.02
976,Mercedes-Benz,Private person,2013,183500,Black,Petrol,"9,10",,1796,204,,4,2,13544.02
977,Opel,Private person,2013,149700,Black,Diesel,3,,1248,,0.0,5,5,4379.23
978,Mazda,Private person,2018,106000,White,Petrol,8,Automatic,2488,192,,5,5,20067.72
979,Ford,Private person,2012,188000,Else,Diesel,5,Manual,1560,115,0.0,5,5,6704.29
980,MINI,Private person,2014,123000,Black,Diesel,"4,90",,1598,112,,5,5,9683.97
981,Audi,Private person,2013,81000,Black,Petrol,7,,1984,220,,5,4,7898.42
982,Nissan,Company,2022,3,Claret,Petrol,,Manual,999,114,0.0,5,5,23514.67
983,Hyundai,Private person,2012,191670,Black,Diesel,5,Manual,1685,136,0.0,5,5,8758.47
984,Skoda,Private person,2015,258000,Silver,Diesel,5,Automatic,1968,184,0.0,5,5,10135.44
985,Mercedes-Benz,Private person,2007,127000,Black,Petrol,"18,50",Automatic,5461,388,,4,2,16907.45
986,Ford,Company,2023,1,White,Diesel,,Automatic,1968,122,0.0,5,5,37482.62
987,Peugeot,Company,2009,263000,Else,Diesel,,Automatic,2720,204,0.0,5,4,5169.3
988,Mercedes-Benz,Private person,2022,16000,Black,Diesel,,Automatic,1993,272,0.0,5,5,83498.87
989,Citroën,Private person,2007,311200,Gray,,10,,1997,,,5,5,1805.64
990,Chevrolet,Private person,2006,151500,Silver,Petrol,8,Manual,1150,72,0.0,5,4,1568.85
991,Renault,Private person,2016,156405,Else,Diesel,5,,1598,,,7,5,18036.12
992,Dacia,Private person,2020,82000,Blue,Petrol+LPG,,Manual,999,100,0.0,5,5,15575.62
993,BMW,Private person,2010,183480,Black,Diesel,8,,2993,245,,5,5,15553.05
994,Mazda,Private person,2021,11500,Red,Petrol,,,1998,150,,5,5,25959.37
995,Lexus,Private person,2017,103000,Red,Petrol,,Automatic,1998,238,0.0,5,5,26862.3
996,BMW,Private person,2008,179601,Gray,Diesel,"8,30",,1995,177,,5,5,6455.98
997,BMW,Company,2006,263000,Else,Petrol,,Automatic,4799,367,0.0,5,4,9006.77
998,Hyundai,Private person,2003,197000,Else,,,,2351,,,5,5,2009.03
999,Renault,Private person,2013,131000,Gray,Petrol,"7,20",Manual,1197,115,0.0,5,5,7426.64
1000,Toyota,Company,2011,260000,Gray,Diesel,6,Manual,1998,126,,5,5,6297.97
1001,Volkswagen,Private person,2015,90000,White,Petrol,"6,30",,1197,90,0.0,5,5,9006.77
1002,Skoda,Private person,2016,255400,Gray,Diesel,,,1968,190,,5,5,14672.69
1003,Volvo,Private person,2013,190000,Black,Diesel,"5,30",Manual,1984,177,0.0,5,5,11264.11
1004,Suzuki,Private person,2016,125000,Silver,Petrol,6,Manual,1242,94,0.0,5,5,8329.57
1005,Volvo,Company,2013,238000,Black,Diesel,4,,1560,115,,5,5,9006.77
1006,Volkswagen,Private person,2014,249000,Black,Diesel,5,Manual,1968,177,,5,5,9134.76
1007,Audi,Private person,2021,22500,Black,Petrol,9,,1984,265,,5,2,36568.85
1008,BMW,Private person,2014,296000,Black,Diesel,6,Automatic,2993,313,0.0,5,4,24604.97
1009,BMW,Private person,2013,328000,Else,Diesel,"8,70",Automatic,2993,245,0.0,5,5,16230.25
1010,BMW,Company,2017,77000,Else,Diesel,"4,90",Automatic,1995,150,,5,5,11264.11
1011,Mercedes-Benz,Company,2020,17673,Silver,Diesel,,Automatic,1950,194,0.0,5,5,51896.16
1012,Opel,Company,2012,234000,Brown,Diesel,"8,40",Automatic,1956,194,0.0,5,5,7607.22
1013,BMW,Private person,2021,32000,Blue,Diesel,,Automatic,2993,340,0.0,,,66912.64
1014,Mazda,Private person,2021,23000,Red,Petrol,,,2488,,,5,5,28329.57
1015,Audi,Private person,2003,188360,Else,Petrol,13,,2976,,,5,5,2911.96
1016,BMW,Company,2021,7500,Blue,Petrol,,Automatic,2993,510,0.0,4,2,101354.4
1017,Suzuki,Private person,2017,52756,Blue,Petrol,4,Manual,1242,90,0.0,5,5,12167.04
1018,Audi,Company,2019,71115,Blue,Petrol,,Automatic,1984,245,,5,4,33837.47
1019,Kia,Company,2021,25715,White,Petrol,,Manual,1482,160,0.0,5,5,21873.59
1020,Renault,Private person,2011,140000,Brown,Diesel,5,Manual,1461,110,0.0,5,5,5550.11
1021,Volvo,Private person,2017,227000,White,Diesel,,,1969,120,,5,5,7562.08
1022,Ford,Private person,2014,98000,Gray,,,,1999,,,5,5,6523.7
1023,Renault,Private person,2017,88000,Else,Diesel,,,1995,177,0.0,5,5,24379.23
1024,Ford,Private person,2014,98000,Gray,,,,1999,,,5,5,6523.7
1025,Renault,Private person,2017,88000,Else,Diesel,,,1995,177,0.0,5,5,24379.23
1026,Mercedes-Benz,Private person,2022,16000,Gray,Petrol,,Automatic,1991,224,0.0,5,5,53950.34
1027,Audi,Private person,2018,140450,Silver,Diesel,"6,10",,2967,218,0.0,5,5,35632.05
1028,Mercedes-Benz,Company,2017,74999,Silver,Petrol,,Automatic,1991,184,0.0,5,5,26816.93
1029,Seat,Private person,2018,112600,White,Petrol,6,Manual,1395,125,0.0,5,5,14785.55
1030,Volkswagen,Private person,2014,141000,Gray,Diesel,4,,1968,150,,5,5,13205.42
1031,Ferrari,Private person,1991,28000,Yellow,Petrol,,,4900,390,0.0,2,2,135214.45
1032,Volkswagen,Company,2020,77000,Black,Diesel,,Automatic,1968,190,0.0,5,5,30225.73
1033,Fiat,Company,2022,2,White,Hybrid,,Manual,999,70,0.0,4,3,16681.72
1034,BMW,Company,2008,145000,Else,Petrol,,,2996,,,5,3,5530.47
1035,Peugeot,Private person,2015,177680,Black,Diesel,5,Manual,1560,115,0.0,5,5,9683.97
1036,Opel,Private person,2016,93000,Gray,Petrol,,,1364,,0.0,5,5,14875.85
1037,Opel,Private person,2018,66000,Gray,Petrol,7,Manual,1490,165,0.0,5,5,17268.62
1038,Volkswagen,Private person,2012,148534,Gray,Petrol,10,Automatic,1984,200,,5,4,8781.04
1039,Porsche,Company,2018,108000,Blue,Petrol,,Automatic,3996,550,0.0,4,5,117155.76
1040,Opel,Private person,2009,207419,Else,Petrol+LPG,7,Manual,1229,80,,5,3,2866.82
1041,Nissan,Private person,2012,214967,Black,Petrol,10,Manual,1997,140,0.0,7,5,10564.33
1042,Volvo,Private person,2013,120000,White,Petrol,6,,1596,,,5,5,11625.28
1043,Audi,Private person,2018,44500,Else,Petrol,8,,1984,,,5,5,31512.42
1044,Volkswagen,Private person,2016,189000,Black,Diesel,,,1968,190,,5,5,17133.18
1045,Toyota,Private person,2008,198000,Black,,5,,1497,,,5,5,7562.08
1046,Ford,Private person,2018,249000,Silver,Diesel,,Manual,1499,120,0.0,7,5,13521.44
1047,Mercedes-Benz,Private person,2018,99000,Gray,Petrol,,Automatic,2999,367,0.0,5,5,73363.43
1048,Ford,Company,2019,116000,Blue,Diesel,,Manual,1997,150,0.0,5,5,17810.38
1049,Audi,Private person,2012,267000,Black,Diesel,"5,70",,2967,,,5,4,11264.11
1050,Toyota,Company,2022,1,Silver,Hybrid,,Automatic,1497,116,0.0,5,5,20428.89
1051,Citroën,Company,2006,232461,Gray,Diesel,7,Manual,1997,138,,5,5,2482.84
1052,Jeep,Private person,2018,19000,Else,Petrol,7,Automatic,1332,150,,5,5,18510.16
1053,MINI,Company,2023,10,White,Petrol,,Automatic,1499,136,0.0,,,30507.9
1054,Ford,Private person,2014,111000,Gray,Diesel,7,Automatic,1997,140,,5,5,12189.39
1055,Skoda,Private person,2018,125000,Blue,Petrol+LPG,6,,999,75,,5,5,7878.1
1056,Porsche,Company,2020,44208,Brown,Petrol,,Automatic,1984,245,,5,5,62076.75
1057,Kia,Private person,2009,230000,Gray,Diesel,10,Manual,2497,170,0.0,5,5,4492.1
1058,Porsche,Company,2020,21108,Blue,Petrol,,Automatic,1984,245,0.0,5,5,67494.36
1059,Opel,Private person,2015,251100,Brown,Petrol+LPG,8,,1364,140,,5,5,7449.21
1060,Chrysler,Private person,2015,144000,Black,Petrol,13,Automatic,3605,283,,7,5,15778.78
1061,Volvo,Private person,2020,20347,White,Hybrid,,,1969,320,0.0,7,5,67674.49
1062,AlfaRomeo,Private person,2008,92000,Black,Diesel,"7,90",Manual,1910,150,,5,4,7449.21
1063,Opel,Company,2022,1,Else,Electric,,Automatic,,136,0.0,5,5,35891.65
1064,Audi,Private person,2009,171000,Black,Petrol,10,Automatic,1984,211,0.0,5,5,10361.17
1065,Mazda,Private person,2005,222000,Blue,Diesel,7,,1998,121,0.0,5,5,2370.2
1066,Peugeot,Private person,2020,15009,Blue,,,,1499,,,,5,27088.04
1067,Skoda,Private person,2019,141500,Red,Petrol,,Manual,1984,245,0.0,5,5,16913.54
1068,Audi,Company,2020,28300,White,Diesel,,Automatic,1968,190,0.0,5,5,49638.83
1069,Mercedes-Benz,Private person,2021,23000,White,Petrol,,Automatic,1991,421,0.0,,,63205.42
1070,Seat,Private person,2014,154000,Black,Petrol,7,,1198,70,0.0,5,5,5846.5
1071,Opel,Private person,2006,165000,Black,Petrol,7,,1229,80,,5,3,2234.76
1072,Volkswagen,Company,2022,,Black,Petrol,,Manual,1498,150,0.0,5,5,37900.68
1073,Ford,Private person,2017,180000,White,Diesel,"5,40",Manual,1498,100,0.0,5,5,9925.96
1074,Opel,Private person,2009,170000,Silver,Petrol,9,,1796,140,,5,3,4062.98
1075,Kia,Company,2019,71400,Red,Petrol,,Manual,1368,100,0.0,5,5,16004.51
1076,Skoda,Company,2018,27000,Brown,Diesel,,Manual,1968,150,0.0,5,5,22550.79
1077,BMW,Private person,2013,63000,White,Diesel,,Automatic,2993,381,0.0,5,5,40632.05
1078,Volvo,Private person,2011,245500,Silver,Diesel,7,Manual,1984,150,0.0,5,4,4514.67
1079,Mercedes-Benz,Company,2022,1,Gray,Petrol,,Automatic,1991,421,0.0,5,5,72686.23
1080,Ford,Company,2023,1,Gray,Diesel,,Automatic,1968,122,0.0,7,5,38870.88
1081,Ford,Private person,2014,167035,Black,Diesel,7,,1997,163,0.0,,5,10361.17
1082,Volvo,Company,2015,152200,Black,Diesel,5,Automatic,1969,190,0.0,5,5,20293.45
1083,Lexus,Private person,2021,8800,Silver,Petrol,10,Automatic,1998,238,0.0,5,5,41309.26
1084,Hyundai,Private person,2017,51000,Claret,Petrol,6,,998,120,,5,5,9458.24
1085,Honda,Private person,2018,47400,Red,Petrol,"9,40",Manual,1996,320,,4,5,31602.71
1086,Citroën,Company,2013,241769,Else,Diesel,4,Manual,1560,115,0.0,7,5,9683.97
1087,BMW,Private person,2012,224000,Black,Diesel,"5,60",Automatic,1995,191,0.0,5,5,13318.06
1088,Mazda,Private person,2010,272000,White,Diesel,9,,2184,173,0.0,5,5,5981.94
1089,Skoda,Private person,2005,248000,Else,Petrol+LPG,6,,1397,,,5,5,900.68
1090,Skoda,Private person,2009,212000,Gray,Petrol,,,1798,,0.0,,5,5846.5
1091,Volkswagen,Private person,2021,16500,White,Petrol,,Automatic,1984,190,,5,5,33634.31
1092,Mercedes-Benz,Company,2016,84000,Silver,Petrol,"10,80",Automatic,3982,476,,5,4,49435.67
1093,BMW,Private person,2007,305340,Gray,Diesel,8,,1995,,,5,5,7426.64
1094,Volkswagen,Private person,2010,199000,Gray,Diesel,,,1968,140,,5,5,9593.68
1095,Audi,Private person,2002,236000,Gray,Petrol,11,,1781,163,,5,5,2370.2
1096,Volkswagen,Company,2022,1,Gray,Petrol,,Automatic,1984,190,0.0,5,5,50079.91
1097,Volkswagen,Company,2022,5,Red,Electric,,Automatic,,204,0.0,5,5,58668.17
1098,Volkswagen,Private person,2019,103000,Black,Diesel,,,1968,,,5,5,20970.65
1099,Honda,Private person,2009,230000,Brown,Petrol,"9,20",Manual,1997,156,0.0,5,5,7652.37
1100,Toyota,Private person,2009,275000,Else,Diesel,6,Manual,1998,126,0.0,5,5,6072.23
1101,Hyundai,Company,2011,121658,White,Petrol,7,,1396,,,,5,7674.72
1102,Volkswagen,Company,2023,8,Silver,Petrol,"7,90",Automatic,1984,190,0.0,5,5,54153.5
1103,Kia,Private person,2018,48000,Else,Petrol,"7,90",Manual,1368,100,,5,5,10090.29
1104,Mercedes-Benz,Company,2023,5,White,Hybrid,,Automatic,1332,218,0.0,5,5,54853.27
1105,Volkswagen,Company,2023,1,Silver,Petrol,,Automatic,1498,150,0.0,5,5,47381.49
1106,Toyota,Company,2018,106761,Brown,Hybrid,,Automatic,2494,155,,5,5,27742.66
1107,Citroën,Private person,2011,187800,Black,Diesel,5,Manual,1560,112,0.0,5,5,7313.77
1108,Volkswagen,Company,2022,1,Gray,Petrol,,Automatic,1984,320,0.0,5,5,63182.84
1109,Ford,Private person,2015,198318,Blue,Diesel,"5,60",,1560,116,,5,5,7787.81
1110,BMW,Private person,2011,380000,Else,Diesel,,Automatic,1995,184,,5,5,8803.61
1111,Toyota,Private person,2018,120000,Silver,Petrol,,Manual,1798,147,0.0,5,5,14672.23
1112,Renault,Company,2022,3433,White,Petrol,,Automatic,1332,140,0.0,5,,27065.46
1113,Nissan,Company,2014,99221,White,Diesel,4,Manual,1461,90,,5,5,6997.52
1114,Skoda,Private person,2015,188000,Gray,Petrol,6,,1395,125,0.0,5,5,11941.31
1115,Mitsubishi,Private person,2015,159200,Gray,Diesel,7,,1798,,,5,5,11805.87
1116,Mercedes-Benz,Company,2022,1,Gray,Petrol,,Automatic,1991,421,0.0,5,5,79367.95
1117,Kia,Company,2016,92052,White,Diesel,,Automatic,1995,185,0.0,7,5,23453.72
1118,Peugeot,Company,2015,99232,White,Petrol,,Manual,1198,82,,5,5,7336.12
1119,Renault,Private person,2017,300000,White,Diesel,4,Manual,1461,90,0.0,2,5,4040.63
1120,Audi,Private person,2020,44000,White,Petrol,8,Automatic,1984,265,0.0,5,4,35417.61
1121,Mercedes-Benz,Private person,2019,82000,Black,Diesel,,Automatic,2987,258,0.0,5,4,54176.07
1122,Renault,Company,2021,9507,Black,Petrol,,Manual,1332,140,,5,4,19616.25
1123,Volkswagen,Private person,2005,100000,Black,Petrol,,,1595,75,,4,3,3589.16
1124,BMW,Private person,2009,229452,Silver,Diesel,"8,20",,1995,,0.0,5,5,7200.9
1125,Ford,Private person,2009,229985,White,Diesel,8,,1997,136,0.0,5,5,7878.1
1126,Skoda,Private person,2009,210000,Else,Petrol,8,,1390,,,,5,3047.18
1127,Seat,Private person,2015,180000,Else,,5,,1968,,0.0,,5,13295.71
1128,Ford,Private person,2016,123000,Blue,Petrol,5,,999,,0.0,,5,9006.77
1129,Volkswagen,Company,2023,1,Black,Petrol,,Automatic,1498,150,0.0,5,5,43769.75
